Postcode,"Avg asking price","Average £/sqft","Sales per month","Turnover (sale)","Avg asking rent (pm)","Avg yield","Turnover (rental)",3yr,"Crime rate",Population,Degree,"Avg. household income","Social rent",URL
M17,,,,,,,,,59,17,51,"42,100",,https://propertydata.co.uk/draw?input=M17
M18,"165,877",127,9,8,697,5.0,39,11,,"23,432",16,"31,200",35,https://propertydata.co.uk/draw?input=M18
M19,"228,575",212,18,7,822,4.3,22,13,,"34,838",29,"37,700",23,https://propertydata.co.uk/draw?input=M19
M20,"294,490",270,37,6,"1,070",4.4,35,10,,"49,133",51,"47,200",15,https://propertydata.co.uk/draw?input=M20
M21,"357,193",253,21,9,865,2.9,37,9,,"29,233",50,"47,600",19,https://propertydata.co.uk/draw?input=M21
M22,"199,960",194,21,9,776,4.7,43,12,,"42,201",17,"33,800",42,https://propertydata.co.uk/draw?input=M22
M23,"239,091",218,14,8,815,4.1,,11,,"30,914",20,"35,100",40,https://propertydata.co.uk/draw?input=M23
M24,"202,099",158,24,9,676,4.0,100,11,,"47,250",18,"35,100",23,https://propertydata.co.uk/draw?input=M24
M25,"286,989",217,18,8,754,3.2,61,12,,"31,252",30,"41,800",14,https://propertydata.co.uk/draw?input=M25
M26,"211,555",181,26,15,618,3.5,92,10,,"34,899",19,"36,400",19,https://propertydata.co.uk/draw?input=M26
M27,"219,270",194,30,11,739,4.0,74,12,,"41,624",19,"38,500",21,https://propertydata.co.uk/draw?input=M27
M28,"302,302",205,38,11,781,3.1,51,11,,"39,097",24,"43,200",16,https://propertydata.co.uk/draw?input=M28
M29,"238,917",190,20,17,705,3.5,,10,,"22,790",21,"40,600",13,https://propertydata.co.uk/draw?input=M29
M30,"211,974",202,24,8,679,3.8,47,10,,"36,165",20,"35,500",33,https://propertydata.co.uk/draw?input=M30
M31,"191,033",162,6,12,,,,11,,"8,391",16,"32,300",42,https://propertydata.co.uk/draw?input=M31
M32,"254,009",204,21,10,775,3.7,,11,,"28,434",25,"39,800",23,https://propertydata.co.uk/draw?input=M32
M33,"334,257",281,44,11,877,3.1,100,11,,"59,972",36,"46,900",15,https://propertydata.co.uk/draw?input=M33
M34,"216,160",180,27,15,657,3.6,91,10,,"46,113",16,"35,900",18,https://propertydata.co.uk/draw?input=M34
M35,"305,232",167,14,16,559,2.2,,11,,"20,671",14,"34,100",17,https://propertydata.co.uk/draw?input=M35
M38,"121,695",105,5,6,659,6.5,,11,,"13,545",10,"30,000",48,https://propertydata.co.uk/draw?input=M38
M40,"167,254",141,20,10,779,5.6,45,14,,"40,894",14,"32,700",45,https://propertydata.co.uk/draw?input=M40
M41,"298,023",274,33,12,783,3.2,,11,,"41,456",27,"42,200",12,https://propertydata.co.uk/draw?input=M41
M43,"188,052",162,14,14,,,,10,,"23,037",14,"35,900",14,https://propertydata.co.uk/draw?input=M43
M44,"196,873",193,12,8,,,,9,1,"19,710",15,"38,000",22,https://propertydata.co.uk/draw?input=M44
M45,"250,428",191,16,11,792,3.8,,11,,"22,714",25,"39,100",18,https://propertydata.co.uk/draw?input=M45
M46,"174,308",148,14,15,580,4.0,,9,1,"22,298",17,"34,800",24,https://propertydata.co.uk/draw?input=M46
M50,"210,869",303,2,1,784,4.5,40,9,,"3,168",40,"39,500",3,https://propertydata.co.uk/draw?input=M50
ME1,"294,443",293,19,6,974,4.0,44,8,163,"31,106",24,"45,200",16,https://propertydata.co.uk/draw?input=ME1
ME2,"280,842",295,27,11,"1,016",4.3,,9,149,"39,245",21,"47,300",14,https://propertydata.co.uk/draw?input=ME2
ME3,"391,627",315,20,14,,,,10,86,"26,451",20,"46,800",11,https://propertydata.co.uk/draw?input=ME3
ME4,"253,918",266,18,6,867,4.1,47,3,253,"30,244",19,"40,000",19,https://propertydata.co.uk/draw?input=ME4
ME5,"307,312",288,36,14,901,3.5,,10,92,"51,800",18,"46,100",12,https://propertydata.co.uk/draw?input=ME5
ME6,"286,602",316,5,3,885,3.7,,7,117,"10,235",19,"46,900",22,https://propertydata.co.uk/draw?input=ME6
ME7,"275,619",257,29,7,890,3.9,43,10,189,"51,298",18,"43,400",13,https://propertydata.co.uk/draw?input=ME7
ME8,"324,327",303,37,15,"1,074",4.0,,9,95,"49,253",18,"47,200",10,https://propertydata.co.uk/draw?input=ME8
ME9,"414,725",307,17,11,,,,8,89,"20,627",20,"48,500",11,https://propertydata.co.uk/draw?input=ME9
ME10,"268,974",277,33,10,879,3.9,68,9,150,"47,513",17,"46,100",15,https://propertydata.co.uk/draw?input=ME10
ME11,"212,500",220,4,13,,,,9,177,"3,396",10,"36,300",20,https://propertydata.co.uk/draw?input=ME11
ME12,"255,728",237,20,7,756,3.5,57,6,174,"36,893",12,"36,400",13,https://propertydata.co.uk/draw?input=ME12
ME13,"350,051",310,23,8,867,3.0,,9,114,"27,694",28,"45,100",16,https://propertydata.co.uk/draw?input=ME13
ME14,"341,414",311,26,9,896,3.1,23,8,165,"31,403",25,"52,000",8,https://propertydata.co.uk/draw?input=ME14
ME15,"306,868",312,34,9,985,3.9,53,9,144,"47,472",22,"44,800",23,https://propertydata.co.uk/draw?input=ME15
ME16,"272,242",314,31,11,788,3.5,48,3,122,"30,026",24,"48,700",7,https://propertydata.co.uk/draw?input=ME16
ME17,"440,778",335,19,7,"1,273",3.5,,10,91,"22,066",22,"49,200",9,https://propertydata.co.uk/draw?input=ME17
ME18,"505,863",337,5,5,,,,10,72,"6,968",29,"55,700",9,https://propertydata.co.uk/draw?input=ME18
ME19,"494,681",364,21,10,"1,273",3.1,,9,79,"21,682",26,"58,300",16,https://propertydata.co.uk/draw?input=ME19
ME20,"342,266",323,21,13,,,,9,95,"20,645",20,"50,000",15,https://propertydata.co.uk/draw?input=ME20
MK2,"244,104",253,5,4,926,4.6,,2,170,"14,296",14,"39,200",28,https://propertydata.co.uk/draw?input=MK2
MK3,"298,758",297,15,7,957,3.8,52,6,75,"22,626",17,"44,100",18,https://propertydata.co.uk/draw?input=MK3
MK4,"370,876",308,18,8,"1,071",3.5,100,6,86,"21,731",28,"58,000",13,https://propertydata.co.uk/draw?input=MK4
MK5,"460,500",317,13,9,"1,022",2.7,59,8,71,"15,571",31,"56,800",14,https://propertydata.co.uk/draw?input=MK5
MK6,"278,237",232,6,3,963,4.2,73,5,151,"28,199",24,"42,500",33,https://propertydata.co.uk/draw?input=MK6
MK7,"303,421",316,8,5,929,3.7,61,6,73,"14,550",34,"59,800",14,https://propertydata.co.uk/draw?input=MK7
MK8,"391,608",309,8,5,965,3.0,100,6,65,"12,054",31,"56,500",9,https://propertydata.co.uk/draw?input=MK8
MK9,"256,667",244,,,"1,080",5.0,39,2,834,"3,491",32,"47,600",18,https://propertydata.co.uk/draw?input=MK9
MK10,"342,736",306,16,5,"1,102",3.9,44,6,96,"13,825",39,"63,800",14,https://propertydata.co.uk/draw?input=MK10
MK11,"324,790",326,6,6,,,,6,108,"7,754",29,"49,300",12,https://propertydata.co.uk/draw?input=MK11
MK12,"272,691",245,7,5,948,4.2,100,5,121,"12,480",21,"45,900",18,https://propertydata.co.uk/draw?input=MK12
MK13,"273,296",279,11,7,926,4.1,47,7,101,"18,739",22,"49,000",21,https://propertydata.co.uk/draw?input=MK13
MK14,"353,796",272,10,5,982,3.3,63,4,113,"18,720",23,"46,400",22,https://propertydata.co.uk/draw?input=MK14
MK15,"313,711",303,4,7,,,,6,77,"7,140",36,"50,900",11,https://propertydata.co.uk/draw?input=MK15
MK16,"342,509",318,12,6,896,3.1,,6,65,"18,622",30,"54,600",7,https://propertydata.co.uk/draw?input=MK16
MK17,"465,139",356,13,4,"1,008",2.6,100,7,50,"17,251",29,"54,700",10,https://propertydata.co.uk/draw?input=MK17
MK18,"377,949",331,25,6,874,2.8,73,5,46,"30,581",34,"53,900",12,https://propertydata.co.uk/draw?input=MK18
MK19,"414,979",303,10,9,980,2.8,,5,62,"11,204",27,"55,900",9,https://propertydata.co.uk/draw?input=MK19
MK40,"274,354",282,21,4,706,3.1,43,5,214,"30,969",32,"42,100",16,https://propertydata.co.uk/draw?input=MK40
MK41,"319,300",287,29,10,974,3.7,65,6,83,"42,495",30,"45,800",16,https://propertydata.co.uk/draw?input=MK41
MK42,"247,437",271,31,7,834,4.0,51,3,137,"44,351",21,"43,000",23,https://propertydata.co.uk/draw?input=MK42
MK43,"379,725",290,28,9,"1,016",3.2,,6,66,"32,865",29,"51,200",9,https://propertydata.co.uk/draw?input=MK43
MK44,"487,709",300,12,6,"1,033",2.5,,5,70,"15,456",30,"52,700",11,https://propertydata.co.uk/draw?input=MK44
MK45,"401,734",329,38,9,850,2.5,100,6,58,"43,274",27,"52,200",10,https://propertydata.co.uk/draw?input=MK45
MK46,"450,407",332,9,9,909,2.4,,9,39,"9,105",40,"53,600",8,https://propertydata.co.uk/draw?input=MK46
N1,"708,235",913,37,1,"1,790",3.0,34,5,217,"89,889",48,"55,000",44,https://propertydata.co.uk/draw?input=N1
N2,"595,336",575,13,3,"1,462",2.9,39,3,84,"23,879",53,"60,800",16,https://propertydata.co.uk/draw?input=N2
N3,"608,829",612,15,3,"1,486",2.9,39,5,87,"26,582",49,"59,200",6,https://propertydata.co.uk/draw?input=N3
N4,"556,866",731,24,1,"1,489",3.2,40,3,202,"46,727",47,"54,000",31,https://propertydata.co.uk/draw?input=N4
N5,"631,545",818,20,3,"1,657",3.1,47,4,144,"24,725",58,"59,300",32,https://propertydata.co.uk/draw?input=N5
N6,"754,961",859,12,2,"1,595",2.5,34,2,105,"19,407",55,"64,600",10,https://propertydata.co.uk/draw?input=N6
N7,"537,434",734,14,1,"1,572",3.5,32,7,176,"46,851",44,"50,900",44,https://propertydata.co.uk/draw?input=N7
N8,"566,138",706,24,2,"1,436",3.0,32,3,127,"39,674",58,"56,900",20,https://propertydata.co.uk/draw?input=N8
N9,"357,529",403,10,3,"1,274",4.3,52,9,136,"51,449",21,"40,700",27,https://propertydata.co.uk/draw?input=N9
N10,"601,741",694,15,3,"1,439",2.9,48,5,103,"27,533",56,"60,900",12,https://propertydata.co.uk/draw?input=N10
N11,"488,120",546,11,2,"1,367",3.4,33,5,126,"29,760",38,"52,300",17,https://propertydata.co.uk/draw?input=N11
N12,"592,541",545,11,2,"1,338",2.7,33,6,121,"28,753",44,"53,900",11,https://propertydata.co.uk/draw?input=N12
N13,"524,888",515,10,2,"1,273",2.9,26,4,116,"31,690",36,"51,000",8,https://propertydata.co.uk/draw?input=N13
N14,"727,233",543,11,3,"1,403",2.3,32,6,99,"30,164",39,"55,600",10,https://propertydata.co.uk/draw?input=N14
N15,"487,442",585,14,3,"1,367",3.4,47,4,212,"44,541",41,"44,500",34,https://propertydata.co.uk/draw?input=N15
N16,"552,877",703,23,2,"1,507",3.3,32,4,133,"68,468",41,"50,300",36,https://propertydata.co.uk/draw?input=N16
N17,"451,040",501,12,2,"1,364",3.6,38,4,199,"62,846",24,"40,800",42,https://propertydata.co.uk/draw?input=N17
N18,"400,030",398,6,3,"1,310",3.9,39,5,204,"31,658",21,"41,100",30,https://propertydata.co.uk/draw?input=N18
N19,"564,348",729,9,1,"1,492",3.2,32,10,171,"33,784",46,"50,400",44,https://propertydata.co.uk/draw?input=N19
N20,"598,771",499,9,3,"1,445",2.9,31,8,88,"18,967",41,"55,500",10,https://propertydata.co.uk/draw?input=N20
N21,"599,964",538,13,4,"1,334",2.7,39,3,81,"23,521",41,"60,200",5,https://propertydata.co.uk/draw?input=N21
N22,"492,756",587,13,2,"1,327",3.2,33,4,176,"42,996",38,"49,200",28,https://propertydata.co.uk/draw?input=N22
NE1,"158,691",222,2,,851,6.4,23,12,"1,204","8,892",39,"29,800",30,https://propertydata.co.uk/draw?input=NE1
NE2,"202,725",220,21,1,"1,078",6.4,24,10,108,"28,815",36,"41,000",20,https://propertydata.co.uk/draw?input=NE2
NE3,"208,010",192,48,8,692,4.0,36,11,101,"53,771",39,"43,500",19,https://propertydata.co.uk/draw?input=NE3
NE4,"129,548",125,8,2,607,5.6,23,11,209,"37,915",25,"29,600",41,https://propertydata.co.uk/draw?input=NE4
NE5,"152,339",160,27,7,588,4.6,88,9,128,"48,340",16,"32,700",31,https://propertydata.co.uk/draw?input=NE5
NE6,"132,666",153,29,2,793,7.2,23,12,194,"50,441",21,"31,100",43,https://propertydata.co.uk/draw?input=NE6
NE7,"223,326",194,10,5,660,3.5,28,9,74,"15,457",40,"47,800",10,https://propertydata.co.uk/draw?input=NE7
NE8,"127,850",151,21,4,591,5.5,28,8,245,"32,358",24,"33,000",35,https://propertydata.co.uk/draw?input=NE8
NE9,"176,282",171,25,11,598,4.1,100,13,128,"37,590",21,"34,500",31,https://propertydata.co.uk/draw?input=NE9
NE10,"123,080",137,15,7,501,4.9,54,13,118,"36,014",17,"31,600",35,https://propertydata.co.uk/draw?input=NE10
NE11,"137,505",147,7,6,572,5.0,,12,155,"16,348",20,"34,600",21,https://propertydata.co.uk/draw?input=NE11
NE12,"168,328",184,29,9,591,4.2,100,9,111,"34,654",24,"36,900",28,https://propertydata.co.uk/draw?input=NE12
NE13,"232,060",209,20,7,809,4.2,,12,112,"12,434",30,"38,800",17,https://propertydata.co.uk/draw?input=NE13
NE15,"151,065",147,15,5,604,4.8,69,13,130,"32,552",19,"33,200",28,https://propertydata.co.uk/draw?input=NE15
NE16,"197,801",182,19,9,565,3.4,41,12,69,"25,637",27,"39,100",12,https://propertydata.co.uk/draw?input=NE16
NE17,"115,624",90,3,6,,,,14,124,"4,890",20,"36,600",20,https://propertydata.co.uk/draw?input=NE17
NE20,"452,739",255,15,8,,,,12,54,"11,796",43,"47,600",5,https://propertydata.co.uk/draw?input=NE20
NE21,"146,836",151,15,13,,,,10,116,"16,673",20,"34,600",26,https://propertydata.co.uk/draw?input=NE21
NE22,"163,538",138,10,6,440,3.2,100,8,148,"18,093",19,"35,300",23,https://propertydata.co.uk/draw?input=NE22
NE23,"176,410",166,21,5,491,3.3,38,11,99,"39,226",19,"37,600",23,https://propertydata.co.uk/draw?input=NE23
NE24,"126,115",141,27,7,426,4.1,36,11,176,"37,939",15,"33,100",25,https://propertydata.co.uk/draw?input=NE24
NE25,"194,922",200,27,8,524,3.2,,12,76,"29,936",30,"40,900",14,https://propertydata.co.uk/draw?input=NE25
NE26,"288,931",196,18,9,708,2.9,,12,109,"19,167",35,"44,900",6,https://propertydata.co.uk/draw?input=NE26
NE27,"194,150",200,19,12,,,,13,152,"12,335",22,"39,500",25,https://propertydata.co.uk/draw?input=NE27
NE28,"126,490",137,34,8,472,4.5,32,11,177,"44,519",17,"32,800",25,https://propertydata.co.uk/draw?input=NE28
NE29,"127,030",153,22,6,490,4.6,52,11,180,"35,954",20,"32,700",30,https://propertydata.co.uk/draw?input=NE29
NE30,"235,185",214,21,8,617,3.1,,10,92,"21,977",32,"40,400",11,https://propertydata.co.uk/draw?input=NE30
NE31,"141,590",168,17,10,,,,7,121,"19,774",17,"32,400",36,https://propertydata.co.uk/draw?input=NE31
NE32,"132,476",122,12,8,,,,11,124,"25,292",16,"31,400",38,https://propertydata.co.uk/draw?input=NE32
NE33,"101,811",120,17,3,459,5.4,36,12,215,"27,331",21,"30,900",24,https://propertydata.co.uk/draw?input=NE33
NE34,"135,717",146,26,8,523,4.6,,11,116,"52,101",17,"31,900",37,https://propertydata.co.uk/draw?input=NE34
NE35,"185,165",160,3,7,,,,14,130,"6,371",15,"35,100",27,https://propertydata.co.uk/draw?input=NE35
NE36,"264,157",181,3,5,,,,14,71,"6,839",17,"42,000",14,https://propertydata.co.uk/draw?input=NE36
NE37,"120,880",125,9,6,442,4.4,,14,142,"21,032",16,"32,600",32,https://propertydata.co.uk/draw?input=NE37
NE38,"156,024",167,15,7,575,4.4,,13,101,"31,232",20,"38,300",25,https://propertydata.co.uk/draw?input=NE38
NE39,"255,342",158,5,8,,,,14,71,"8,655",22,"39,100",19,https://propertydata.co.uk/draw?input=NE39
NE40,"197,641",165,22,17,,,,11,72,"15,753",26,"38,100",17,https://propertydata.co.uk/draw?input=NE40
NE41,"329,719",237,2,5,,,,14,101,"2,076",23,"44,600",5,https://propertydata.co.uk/draw?input=NE41
NE42,"193,770",159,6,6,,,,15,78,"12,625",26,"38,900",22,https://propertydata.co.uk/draw?input=NE42
NE43,"402,647",187,5,8,,,,14,30,"4,533",34,"45,600",6,https://propertydata.co.uk/draw?input=NE43
NE45,"427,859",247,2,3,,,,14,54,"3,707",40,"45,700",14,https://propertydata.co.uk/draw?input=NE45
NE46,"312,604",200,10,5,634,2.4,,11,71,"15,573",37,"40,300",15,https://propertydata.co.uk/draw?input=NE46
NE47,"363,831",177,6,7,,,,14,51,"7,733",36,"39,900",11,https://propertydata.co.uk/draw?input=NE47
NE48,"211,247",143,4,12,,,,14,53,"4,383",29,"39,900",14,https://propertydata.co.uk/draw?input=NE48
NE49,"144,073",128,4,9,,,,14,59,"4,403",21,"34,600",18,https://propertydata.co.uk/draw?input=NE49
NE61,"240,420",192,29,6,661,3.3,49,15,97,"32,433",27,"41,500",15,https://propertydata.co.uk/draw?input=NE61
NE62,"110,883",114,6,8,,,,12,101,"9,507",18,"36,500",20,https://propertydata.co.uk/draw?input=NE62
NE63,"104,499",116,16,5,388,4.5,23,9,163,"27,651",16,"33,800",24,https://propertydata.co.uk/draw?input=NE63
NE64,"99,355",85,5,19,,,,14,133,"6,248",14,"29,900",27,https://propertydata.co.uk/draw?input=NE64
NE65,"263,000",178,18,11,,,,13,84,"19,665",29,"39,300",17,https://propertydata.co.uk/draw?input=NE65
NE66,"254,251",188,11,7,,,,11,76,"17,446",29,"37,700",19,https://propertydata.co.uk/draw?input=NE66
NE71,"182,531",138,4,10,,,,14,65,"2,963",22,"35,000",20,https://propertydata.co.uk/draw?input=NE71
NG1,"165,366",225,4,1,897,6.5,34,13,820,"13,245",33,"35,900",30,https://propertydata.co.uk/draw?input=NG1
NG2,"293,894",265,41,6,846,3.5,36,15,126,"58,628",39,"50,600",15,https://propertydata.co.uk/draw?input=NG2
NG3,"218,451",190,31,6,775,4.3,44,15,119,"48,440",26,"37,400",20,https://propertydata.co.uk/draw?input=NG3
NG4,"201,339",195,33,8,652,3.9,100,13,83,"40,807",21,"39,900",12,https://propertydata.co.uk/draw?input=NG4
NG5,"192,632",194,68,11,673,4.2,58,13,113,"87,066",26,"39,900",20,https://propertydata.co.uk/draw?input=NG5
NG6,"166,128",145,16,8,663,4.8,48,12,173,"37,861",15,"31,000",31,https://propertydata.co.uk/draw?input=NG6
NG7,"182,446",195,15,2,997,6.6,24,9,222,"56,424",27,"33,400",27,https://propertydata.co.uk/draw?input=NG7
NG8,"224,573",204,37,13,854,4.6,37,14,124,"63,834",20,"34,800",32,https://propertydata.co.uk/draw?input=NG8
NG9,"255,704",232,44,6,773,3.6,30,14,84,"73,300",32,"46,400",13,https://propertydata.co.uk/draw?input=NG9
NG10,"214,208",196,36,10,592,3.3,59,12,98,"46,868",22,"39,700",13,https://propertydata.co.uk/draw?input=NG10
NG11,"250,410",231,30,11,775,3.7,35,12,106,"37,614",23,"37,700",24,https://propertydata.co.uk/draw?input=NG11
NG12,"340,527",261,30,10,899,3.2,,11,57,"32,870",37,"52,100",9,https://propertydata.co.uk/draw?input=NG12
NG13,"316,261",242,19,8,795,3.0,,12,54,"21,469",31,"51,300",10,https://propertydata.co.uk/draw?input=NG13
NG14,"391,717",248,14,8,,,,12,57,"19,375",31,"49,900",8,https://propertydata.co.uk/draw?input=NG14
NG15,"221,060",204,37,10,665,3.6,57,11,114,"40,100",20,"40,400",14,https://propertydata.co.uk/draw?input=NG15
NG16,"208,729",187,52,13,640,3.7,100,12,98,"63,697",18,"38,900",12,https://propertydata.co.uk/draw?input=NG16
NG17,"182,989",156,51,19,520,3.4,100,12,135,"72,893",14,"34,400",18,https://propertydata.co.uk/draw?input=NG17
NG18,"235,946",178,38,15,523,2.7,65,10,200,"42,277",19,"38,000",18,https://propertydata.co.uk/draw?input=NG18
NG19,"172,636",162,36,14,591,4.1,,11,97,"51,628",14,"35,200",17,https://propertydata.co.uk/draw?input=NG19
NG20,"178,484",126,14,10,537,3.6,,11,125,"26,245",11,"31,300",24,https://propertydata.co.uk/draw?input=NG20
NG21,"218,750",156,16,11,609,3.3,,11,83,"22,112",17,"38,200",16,https://propertydata.co.uk/draw?input=NG21
NG22,"274,808",173,23,11,,,,14,89,"26,156",25,"40,800",17,https://propertydata.co.uk/draw?input=NG22
NG23,"369,439",223,10,6,,,,11,58,"17,435",25,"48,900",7,https://propertydata.co.uk/draw?input=NG23
NG24,"197,616",190,37,7,587,3.6,100,15,160,"44,768",21,"40,100",16,https://propertydata.co.uk/draw?input=NG24
NG25,"380,346",279,10,8,,,,12,40,"8,992",41,"52,000",9,https://propertydata.co.uk/draw?input=NG25
NG31,"190,096",172,29,6,571,3.6,55,12,123,"44,263",20,"38,200",17,https://propertydata.co.uk/draw?input=NG31
NG32,"350,847",197,8,7,,,,11,63,"12,985",22,"46,700",11,https://propertydata.co.uk/draw?input=NG32
NG33,"395,206",184,6,6,,,,16,59,"9,709",24,"46,000",14,https://propertydata.co.uk/draw?input=NG33
NG34,"234,543",191,38,9,648,3.3,,13,69,"40,823",25,"43,000",12,https://propertydata.co.uk/draw?input=NG34
NN1,"190,325",204,20,4,734,4.6,67,8,321,"29,240",30,"39,900",17,https://propertydata.co.uk/draw?input=NN1
NN2,"236,495",243,20,5,769,3.9,79,7,122,"38,118",22,"36,500",15,https://propertydata.co.uk/draw?input=NN2
NN3,"246,453",256,48,9,772,3.8,51,8,122,"68,971",21,"40,100",19,https://propertydata.co.uk/draw?input=NN3
NN4,"282,307",265,34,7,875,3.7,49,7,104,"46,727",28,"50,000",12,https://propertydata.co.uk/draw?input=NN4
NN5,"242,725",238,33,9,805,4.0,73,7,150,"38,028",21,"39,800",17,https://propertydata.co.uk/draw?input=NN5
NN6,"382,187",272,26,7,802,2.5,38,7,93,"33,493",24,"52,200",10,https://propertydata.co.uk/draw?input=NN6
NN7,"374,233",279,26,9,826,2.6,,8,64,"27,339",25,"50,300",12,https://propertydata.co.uk/draw?input=NN7
NN8,"225,270",212,32,10,670,3.6,84,9,175,"48,785",18,"36,900",23,https://propertydata.co.uk/draw?input=NN8
NN9,"264,328",225,22,8,771,3.5,,6,88,"26,243",20,"40,800",16,https://propertydata.co.uk/draw?input=NN9
NN10,"241,311",224,32,11,744,3.7,66,8,103,"38,277",19,"41,200",14,https://propertydata.co.uk/draw?input=NN10
NN11,"270,374",247,31,9,707,3.1,47,5,107,"37,441",24,"43,800",19,https://propertydata.co.uk/draw?input=NN11
NN12,"383,279",296,20,7,937,2.9,,7,66,"23,047",33,"52,400",11,https://propertydata.co.uk/draw?input=NN12
NN13,"331,884",304,17,7,836,3.0,,5,60,"18,518",31,"49,100",8,https://propertydata.co.uk/draw?input=NN13
NN14,"290,812",209,30,8,776,3.2,43,8,82,"43,207",23,"44,600",11,https://propertydata.co.uk/draw?input=NN14
NN15,"260,073",220,23,9,801,3.7,100,7,94,"34,455",23,"42,500",10,https://propertydata.co.uk/draw?input=NN15
NN16,"185,879",170,14,6,632,4.1,100,7,193,"29,722",19,"36,400",17,https://propertydata.co.uk/draw?input=NN16
NN17,"229,731",200,18,8,778,4.1,,9,169,"26,796",13,"34,600",23,https://propertydata.co.uk/draw?input=NN17
NN18,"233,684",204,17,7,740,3.8,53,7,143,"32,717",15,"36,300",20,https://propertydata.co.uk/draw?input=NN18
NN29,"296,123",233,5,6,,,,8,71,"11,489",24,"43,400",8,https://propertydata.co.uk/draw?input=NN29
NP4,"167,819",136,15,6,,,,15,114,"44,921",20,"35,200",22,https://propertydata.co.uk/draw?input=NP4
NP7,"323,480",212,16,7,714,2.6,,11,86,"26,026",32,"42,000",15,https://propertydata.co.uk/draw?input=NP7
NP8,"331,747",235,4,9,,,,13,51,"5,344",40,"46,200",11,https://propertydata.co.uk/draw?input=NP8
NP10,"234,677",219,11,6,758,3.9,,14,99,"23,413",30,"49,800",17,https://propertydata.co.uk/draw?input=NP10
NP11,"156,963",141,19,10,544,4.2,,12,93,"37,446",17,"31,300",18,https://propertydata.co.uk/draw?input=NP11
NP12,"235,296",137,13,14,,,,14,106,"33,798",17,"31,100",18,https://propertydata.co.uk/draw?input=NP12
NP13,"97,926",82,8,5,,,,13,113,"20,064",14,"26,600",19,https://propertydata.co.uk/draw?input=NP13
NP15,"500,444",232,4,7,,,,13,53,"8,274",38,"51,500",9,https://propertydata.co.uk/draw?input=NP15
NP16,"321,165",261,13,5,"1,096",4.1,,13,74,"23,801",35,"47,300",12,https://propertydata.co.uk/draw?input=NP16
NP18,"332,284",201,10,7,,,,15,68,"16,690",21,"48,400",10,https://propertydata.co.uk/draw?input=NP18
NP19,"175,662",176,27,6,622,4.2,71,14,158,"51,596",17,"34,600",22,https://propertydata.co.uk/draw?input=NP19
NP20,"177,151",174,20,5,621,4.2,30,14,207,"50,648",21,"37,300",25,https://propertydata.co.uk/draw?input=NP20
NP22,"104,858",97,11,9,,,,14,144,"22,058",14,"25,100",29,https://propertydata.co.uk/draw?input=NP22
NP23,"121,856",99,12,5,,,,13,123,"33,366",15,"28,500",27,https://propertydata.co.uk/draw?input=NP23
NP24,"82,388",71,2,5,,,,13,144,"4,962",10,"24,200",22,https://propertydata.co.uk/draw?input=NP24
NP25,"410,737",231,9,8,,,,11,74,"15,399",35,"46,500",15,https://propertydata.co.uk/draw?input=NP25
NP26,"346,057",243,9,5,,,,14,68,"22,566",27,"45,000",12,https://propertydata.co.uk/draw?input=NP26
NP44,"205,747",187,23,12,,,,12,113,"47,345",19,"35,200",27,https://propertydata.co.uk/draw?input=NP44
NR1,"203,835",259,23,4,799,4.7,30,9,239,"24,541",32,"38,400",30,https://propertydata.co.uk/draw?input=NR1
NR2,"262,945",270,20,4,"1,023",4.7,33,11,171,"25,782",37,"42,100",25,https://propertydata.co.uk/draw?input=NR2
NR3,"201,236",237,21,5,748,4.5,56,11,173,"32,750",22,"38,100",36,https://propertydata.co.uk/draw?input=NR3
NR4,"368,469",264,20,7,"1,369",4.5,41,10,92,"22,331",35,"45,200",23,https://propertydata.co.uk/draw?input=NR4
NR5,"229,021",235,13,3,"1,367",7.2,40,11,115,"28,823",21,"39,000",37,https://propertydata.co.uk/draw?input=NR5
NR6,"256,672",254,24,10,727,3.4,,12,81,"24,172",18,"40,400",12,https://propertydata.co.uk/draw?input=NR6
NR7,"266,376",270,26,10,784,3.5,21,10,76,"32,047",19,"41,400",12,https://propertydata.co.uk/draw?input=NR7
NR8,"292,634",234,26,12,699,2.9,,10,47,"20,321",26,"45,300",7,https://propertydata.co.uk/draw?input=NR8
NR9,"300,000",251,15,8,,,,11,56,"17,154",25,"46,400",11,https://propertydata.co.uk/draw?input=NR9
NR10,"309,023",232,18,10,,,,12,50,"22,761",21,"43,100",9,https://propertydata.co.uk/draw?input=NR10
NR11,"359,368",240,13,8,772,2.6,,10,50,"17,534",23,"39,900",11,https://propertydata.co.uk/draw?input=NR11
NR12,"310,612",248,22,10,,,,11,55,"20,440",21,"39,700",11,https://propertydata.co.uk/draw?input=NR12
NR13,"365,633",256,21,8,,,,9,47,"26,691",28,"44,100",10,https://propertydata.co.uk/draw?input=NR13
NR14,"329,464",248,23,7,,,,10,47,"23,676",31,"47,600",10,https://propertydata.co.uk/draw?input=NR14
NR15,"334,982",236,13,8,,,,11,44,"15,806",28,"46,100",11,https://propertydata.co.uk/draw?input=NR15
NR16,"369,353",233,10,8,,,,11,37,"12,051",26,"44,600",9,https://propertydata.co.uk/draw?input=NR16
NR17,"294,250",241,15,8,,,,9,52,"15,801",20,"41,700",10,https://propertydata.co.uk/draw?input=NR17
NR18,"276,692",263,16,7,818,3.5,,9,73,"17,462",28,"44,700",11,https://propertydata.co.uk/draw?input=NR18
